,1319,1320,1321,1323,1324,1325,1327,1329,1330,1331,1334,1337,1338,1336,1538
thymine,3.673015127037795,-3.5750914217790966,-3.88687017612656,-3.3646171318063613,-3.1238774992133456,-4.110491617175868,3.3141618364941046,-2.9736181593405093,-3.59005869846582,-3.8983022967923224,-1.6404817185024032,-2.1935307537138593,-3.9325732634772104,-4.598823525638939,-3.671807360059388
uracil,-2.8497487751232597,-1.7601035849753162,-2.138191926398793,-1.8073514914001625,-3.382784468396772,-4.933612056898575,-2.168508573444653,-3.3169807590931457,-2.013004696329866,-1.4954789499785417,-1.8546932717131228,-1.9792379169331733,-3.256718140260248,-4.6529868434425925,-2.3531715598478464
uridine,-1.5754130647964926,-2.2875930556264534,-3.524863234873188,-1.0777315793181625,-2.1450782196750087,-1.5335281134171406,-1.5242740148748757,-1.8098189647758667,-2.9637927101511585,-3.679001093165817,-4.074223251345426,-2.101453430140406,-1.6242438698326969,-1.1254906170723378,-1.340652722757772
xanthine,3.719126459511342,-3.0454021759996985,-1.1908461346043864,-4.6055172507542625,-3.360825016093635,-4.230993936597704,-1.9760810526595947,-2.2621486187781192,-3.133919365964164,-3.5272874409519175,-4.25707653608309,-4.661563991671409,-3.4150047667226495,-3.0870104808487997,3.5569097299476082
xanthosine,-2.2511117653873107,-2.780087194691379,-3.6505848957756104,-5.20127037654019,-3.9253651435391674,4.31958159178001,-1.9964385778280407,-3.6614979533959033,-3.042710684158093,-3.8058744821685604,3.991455911706346,-2.0857795099823173,-1.4534062136130348,-2.9007832871018056,-1.411528701484407
5-methyluridine,-1.7757438532755423,-2.5219602069757903,-3.116079187551073,-1.7817503700675528,3.1471585275389993,-3.471097529903555,-1.9341618621374932,-2.857660417657186,3.1177714849459908,-4.001212623180432,-4.116684473948405,-2.264042033959533,-1.681428802942007,-0.9968338210391583,-1.1601643177708139
gamma-Aminobutyric acid,-4.075409824200322,-2.8644656659444787,-2.683382807505366,-3.5846104081349823,-3.6697951829806748,-3.7453471342199,-3.7576110658500026,-2.4512255979586834,-2.8350839763256466,-1.2731824649968562,-1.5621620969323138,-1.395391794133768,-3.248617988845563,-2.9402625688022255,-3.3243247613844473
ectoine,-3.9295227593186466,-3.540761130516249,-4.700334603639882,-3.568444123512444,-3.1961736668018084,-3.0131392352991915,-2.987154919094591,-3.125546813174152,-3.1283658275200645,-3.995328142580562,-4.160486791040531,-5.030099842259473,-3.474506943450019,-3.109422277312046,-3.9952265506358033
N-acetyl-glutamic acid,-3.592211913305155,-3.2065856796983905,-1.6861458047781228,-1.771682536690264,-3.941868401153359,-3.8258932993225634,-4.49001421491576,0.0,-3.3849816564501625,-4.3531184146432516,-4.025849410576612,-2.1297099224015508,-3.976598373740187,-4.391947060568693,-3.716252494280538
ornithine,-2.015398001914725,-2.2009279930875065,-3.9169505560818307,-1.655316515002147,-2.164800709513398,-1.7730407332369074,-2.065109487611586,-3.112891811021945,-2.9461633602924757,-2.186307678802665,3.8627596203558205,-2.139297405293657,-4.175676210810438,-2.5347436373549908,-2.1111266341299317
shikimic acid,-4.216013701945634,-2.1758251977266783,-1.667506486463683,-4.451966131143039,-4.953952792834583,-4.015195435994794,-4.1611518805272105,-0.7688180568056595,-3.4901029291823455,-3.672717810155391,-2.7632335270677455,-3.669628745576734,-4.015029958804023,-1.7836164107639305,-3.8452066127093047
taurine,-4.133699767008041,-5.141775377235812,-4.992128533241615,-4.325830432347072,-4.311528640530941,-3.792281812349146,-4.355672546263477,-3.427413831463149,-3.035026305464551,-3.950979070127711,-3.1050568096149362,-3.288761697859146,-3.6461594659537293,-1.7898680759696757,-3.3022616282988695
N-acetylglutamine,-2.434217525737864,-2.583914098055417,-2.6842992043390734,-3.9559810551141945,-4.157485379773181,-4.016953772450102,-3.9496413371818817,-0.4770193218297001,-0.8425477316360035,-4.147454557995799,-3.4054309666607656,-4.148866040735745,-1.2529453803190442,-1.6376477570004315,-3.9162286844965792
n-acetyllysine,-2.3689671406099757,-3.806451616770225,2.6471189110775586,-3.001300483136839,-3.8057447349875027,-1.95830223064132,-3.247591000062796,-0.741396090628307,-4.028862431062282,-4.771729666663918,-3.867824547058722,-2.1595827024856646,-4.165067322091684,-3.3626651399174756,-3.6576744617465615
n-acetylmuramic acid,-5.234416117887149,-4.520975372221496,-3.9288109227558836,-4.280090954806159,-0.8551488143997177,-3.016300586363305,-3.733647394539739,-2.551602929376557,-2.740276459291706,-3.453962631496162,-4.544353978651799,-2.6091691433736175,-1.6764073064458567,-2.7677748858994726,-1.4071001526147182
betaine,-4.043359813011536,-4.061433881799925,-3.697846129551235,-4.681836878581677,-4.139035329248417,-4.119891673159469,-2.3617899992714877,-3.6498423625295557,-3.399302724889732,-3.136185477145556,-2.5755653304707096,-3.765871636160929,-2.3891855948081204,-3.493240588795064,-3.6198761895622567
