,1319,1320,1321,1323,1324,1325,1327,1329,1330,1331,1334,1337,1338,1336,1538
histidine,-1.429535971044829e-11,-8.533767972726874e-12,-5.774679612382266e-12,-4.54980688169869e-12,-1.4965464419127178e-12,-6.068613464175784e-12,-7.215673951703672e-12,-9.898852041762849e-13,2.978482090262698e-25,-1.1159495095890069e-11,-9.017784848579393e-14,-4.86873608566406e-12,-2.859706078005702e-14,-6.171289273667866e-15,-4.684337779876993e-12
isoleucine,-1.4834157839403235e-11,-1.3671674492778875e-11,-1.592274178742197e-11,-4.260055256737491e-12,-5.3390981365080936e-12,-6.009429557711017e-12,-6.335068275968523e-12,-2.3781633843129563e-14,-1.3402461212109092e-26,-8.237391671634993e-12,-4.2410603808581545e-11,-9.042955379748586e-12,-1.2577874093491962e-14,-9.737503256270801e-14,-1.1246666501167032e-11
leucine,-1.9322543410028498e-11,-1.2480882025395694e-11,-5.903639620400639e-12,-6.0693712665990216e-12,-4.584712138097151e-12,-5.717037050889562e-12,-3.957024806343132e-12,-1.6522070310364025e-13,-7.081938698350149e-27,-1.0798698363460636e-11,-2.820162877117199e-11,-6.214265419123798e-12,-1.9047851453020616e-14,-9.354213396299806e-14,-4.632869739650063e-12
lysine,-1.1237101271575719e-11,-1.2678399606271986e-11,1.0223387136815436e-11,-1.1189686198182896e-11,-4.264253660715045e-12,-6.362766089361577e-12,-1.0415189519868983e-11,-2.0731939864070986e-13,-6.897701549995034e-25,-1.006928075518127e-11,-1.5554072224201801e-12,-1.0942429539216588e-11,-6.246281494858762e-13,-1.3983167969285676e-13,-1.0538810691506527e-11
methionine,-1.065133400254085e-11,-5.833032740064557e-12,-1.4646339586360353e-11,-7.743712676920368e-12,-5.731807728014768e-12,-8.324708969834913e-12,-1.1430916199380344e-12,-4.181369478552497e-13,-4.453115808791556e-28,-4.25029082416062e-12,-6.4363560165959936e-12,-5.909544495846172e-12,-5.91348971711996e-15,-9.539188028398037e-14,-1.0786103737548644e-12
phenylalanine,-2.102842744163501e-11,-3.979541240997556e-12,-3.9868099912005246e-11,-2.1026535865921056e-12,-5.651242769938338e-12,-8.357217412986686e-12,1.0630984076366222e-12,-9.038064346696178e-13,1.2757286866343089e-25,-7.574522710673578e-12,-7.462041024806545e-12,-6.410330160791923e-12,-1.4726950721940965e-14,-1.9868724119749288e-14,-3.556125354385305e-12
proline,-2.777593206096049e-11,-5.0957400889203845e-11,-1.0365034980641272e-10,-3.5396175965413265e-12,-2.270911585330662e-12,-6.53747311617777e-12,-2.1241731710314746e-12,-1.2755986320753448e-13,-1.2460875012544706e-25,-1.694602093023299e-11,-2.7071371447302667e-12,-7.982188336634517e-12,-2.2020757310753704e-16,-1.1850709147128707e-14,-3.034734212745096e-12
serine,-1.6528461933630935e-11,-4.8267083072905206e-11,-1.0314973524298398e-11,-3.480605734939558e-12,-2.104946406199112e-12,-3.707832415771636e-12,-5.09501867325854e-13,-3.447265407948684e-13,-3.230502612501528e-15,-3.1138484873379476e-11,-4.81884932183936e-11,-1.2458804699878835e-11,-2.3387113821796158e-17,-9.618101941886377e-16,-1.572298138033845e-11
threonine,-1.4164289460776131e-11,-2.755749051458497e-12,-7.778093359399214e-12,-2.8530483785961682e-12,-1.530823795290073e-12,-4.5216141356505366e-12,-1.1114757587266929e-12,-1.1210320731742461e-13,-2.5964701452663233e-28,-2.2188415765106885e-11,-7.86764853111095e-12,-8.594909510917015e-12,-6.703088985604641e-16,-2.5389104182072773e-15,-1.5682071156429784e-11
tryptophan,-1.2128032952664487e-11,-7.40340311620938e-12,-1.5860356099696673e-11,-2.048045265198094e-12,-1.9989160130331117e-12,-3.1748003172613667e-12,-1.4247680317964684e-13,-2.325276019459896e-13,-7.325797745325266e-27,-3.3131871395298576e-14,-1.4455752007900974e-13,-4.980751376745803e-12,-1.414456445387194e-14,-5.5862112377835425e-15,-6.794086897102694e-13
