,sucrose,trehalose,myo-inositol,xylose,mannitol,N-acetyl-glucosamine,Glucose,lactic acid,malic acid,citric acid,pyruvic acid,alpha-ketoglutaric acid,citrulline,succinic acid,alanine,arginine,asparagine,aspartic acid,glutamic acid,glutamine,glycine,histidine,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,cysteine,cystine,adenine,adenosine,cytidine,cytosine,guanine,guanosine,hypoxanthine,inosine,thymine,uracil,uridine,xanthine,xanthosine,5-methyluridine,gamma-Aminobutyric acid,ectoine,N-acetyl-glutamic acid,ornithine,shikimic acid,taurine,N-acetylglutamine,n-acetyllysine,n-acetylmuramic acid,betaine,nicotinamide,trigonelline,carnitine,choline,sn-glycero-3-phosphocholine
1319,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353,0.13539338093437353
1320,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313,0.1439752591394313
1321,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617,0.7558086874517617
1323,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577,0.008985977665462577
1324,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803,0.00888218033005803
1325,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035,0.0058841335445679035
1327,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786,0.13094816069827786
1329,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654,0.40487018886416654
1330,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746,0.7950378315738746
1331,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531,0.010780431513039531
