species,metabolite,metabolite_class,time,median_val,median_usage
Brevibacillus,thymine,Nucleobase,29.0,0.010008217484367952,-0.989991782515632
Brevibacillus,thymine,Nucleobase,44.5,0.016686020754439486,-0.9833139792455605
Brevibacillus,uracil,Nucleobase,12.5,0.53800622099293,-0.46199377900706995
Brevibacillus,uracil,Nucleobase,19.5,0.018065112192291722,-0.9819348878077083
Brevibacillus,uracil,Nucleobase,29.0,0.0014283308769419273,-0.9985716691230581
Brevibacillus,uracil,Nucleobase,44.5,0.0012038532406561037,-0.9987961467593439
Brevibacillus,uridine,Nucleobase,12.5,0.6455090300065591,-0.3544909699934409
Brevibacillus,uridine,Nucleobase,19.5,1.5251547127280622e-05,-0.9999847484528728
Brevibacillus,uridine,Nucleobase,29.0,0.0008258011968461181,-0.9991741988031538
Brevibacillus,uridine,Nucleobase,44.5,0.00035355203666618493,-0.9996464479633338
Brevibacillus,xanthine,Nucleobase,12.5,0.866399181526657,-0.13360081847334304
Brevibacillus,xanthine,Nucleobase,19.5,0.7441960756379571,-0.2558039243620429
Brevibacillus,xanthine,Nucleobase,29.0,0.9355056898089719,-0.06449431019102814
Brevibacillus,xanthine,Nucleobase,44.5,0.9507988624697004,-0.04920113753029964
Brevibacillus,xanthosine,Nucleobase,12.5,0.9405139122096384,-0.059486087790361575
Brevibacillus,xanthosine,Nucleobase,19.5,5.120462725975621e-06,-0.9999948795372741
Brevibacillus,xanthosine,Nucleobase,29.0,0.00042262213236519464,-0.9995773778676348
Brevibacillus,xanthosine,Nucleobase,44.5,5.652277005661038e-06,-0.9999943477229943
Brevibacillus,5-methyluridine,Nucleobase,12.5,0.8546445450223842,-0.14535545497761582
Brevibacillus,5-methyluridine,Nucleobase,19.5,0.00014989833236111105,-0.9998501016676389
